step,algo,q_type,exp_type,env_action,reference_action,alt_action,match,summary,reward_resource,reward_network,reward_security,best_q,alt_q,delta,prob_action_0,prob_action_1,prob_action_2,prob_action_3,prob_action_4,prob_action_5,prob_action_6,prob_action_7,prob_action_8,prob_action_9,prob_action_10,prob_action_11,max_prob,max_prob_action,policy_entropy,feat_vim0_cpu,feat_vim0_ram,feat_vim1_cpu,feat_vim1_ram,feat_max_apt_score,feat_mean_apt_score,feat_max_dataleak_score,feat_mean_dataleak_score,feat_max_dos_score,feat_mean_dos_score,feat_mean_security_penalty,feat_max_security_penalty,feat_security_penalty_cumul,feat_mean_network_penalty,feat_max_network_penalty,feat_mean_mtd_overhead,feat_min_remaining_mig,feat_mean_remaining_mig,feat_min_remaining_reinst,feat_mean_remaining_reinst,feat_total_ues,feat_nb_resources
2824,A2C,A2C_Q,SingleObjective_PolicyBased,7,2,2,0,"Action 7 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 7 vs highest-logit action (action 2): -7.4212. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20.06165809,-20.04368526,-39.83961914,-336.1605225,-328.7393494,-7.421173096,0.060525,0.035462,0.245904,0.063789,0.215157,0.086817,0.009181,0.160593,0.033432,0.035198,0.025531,0.028411,0.245904,2,2.114424,20,186.5,20,104.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8340518474578857,4.58203125,7918.470703,0.013253348,0.053100586,0.081978932,0,93.71428680419922,0,941.7142944335938,18,7
2825,A2C,A2C_Q,SingleObjective_PolicyBased,7,2,2,0,"Action 7 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 7 vs highest-logit action (action 2): -7.0189. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.2097195,-39.84061172,-336.0352783,-329.0163574,-7.018920898,0.060525,0.035462,0.245904,0.063789,0.215157,0.086817,0.009181,0.160593,0.033432,0.035198,0.025531,0.028411,0.245904,2,2.114424,20,186.5,20,104.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8340518474578857,4.58203125,7921.304688,0.005799157,0.021682739,0.081978932,0,93.71428680419922,0,941.7142944335938,18,7
2826,A2C,A2C_Q,SingleObjective_PolicyBased,4,2,2,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 2): +0.0504. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.047932034,-18.34160434,-331.7843018,-331.8346558,0.050354004,0.061772,0.036095,0.244738,0.061458,0.223454,0.088863,0.009381,0.149579,0.034003,0.035688,0.025874,0.029095,0.244738,2,2.117149,20,186.5,22,106.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8340518474578857,4.58203125,7924.138672,0.03277915,0.190673828,0.081978932,0,93.71428680419922,0,941.7142944335938,18,7
2827,A2C,A2C_Q,SingleObjective_PolicyBased,0,2,2,0,"Action 0 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 0 vs highest-logit action (action 2): -11.0027. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-10,-10.09203963,-29.842597,-344.2872925,-333.2845764,-11.00271606,0.061772,0.036095,0.244738,0.061458,0.223454,0.088863,0.009381,0.149579,0.034003,0.035688,0.025874,0.029095,0.244738,2,2.117149,18,184.5,22,106.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8340518474578857,4.58203125,7926.972656,0.006376539,0.024246216,0.081978932,0,93.71428680419922,0,941.5714111328125,18,7
2828,A2C,A2C_Q,SingleObjective_PolicyBased,7,2,2,0,"Action 7 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 7 vs highest-logit action (action 2): -6.1432. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.04594818,-39.84358972,-343.6154175,-337.4722595,-6.143157959,0.061772,0.036095,0.244738,0.061458,0.223454,0.088863,0.009381,0.149579,0.034003,0.035688,0.025874,0.029095,0.244738,2,2.117149,20,186.5,22,106.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8343310356140137,4.58203125,7929.806641,0.013214929029345512,0.053466797,0.081978932,0,93.71428680419922,0,941.5714111328125,18,7
2829,A2C,A2C_Q,SingleObjective_PolicyBased,0,2,2,0,"Action 0 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 0 vs highest-logit action (action 2): -11.0568. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-10,-10.04847985,-29.84458247,-349.7344971,-338.6776733,-11.05682373,0.061772,0.036095,0.244738,0.061458,0.223454,0.088863,0.009381,0.149579,0.034003,0.035688,0.025874,0.029095,0.244738,2,2.117149,20,186.5,22,106.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8343310356140137,4.58203125,7932.640625,0.006106513,0.023071289,0.081978932,0,93.71428680419922,0,941.5714111328125,18,7
2830,A2C,A2C_Q,SingleObjective_PolicyBased,4,2,2,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 2): -0.0426. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.047149771,-18.34557528,-339.2029724,-339.1604004,-0.042572021,0.061772,0.036095,0.244738,0.061458,0.223454,0.088863,0.009381,0.149579,0.034003,0.035688,0.025874,0.029095,0.244738,2,2.117149,20,186.5,22,106.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8343310356140137,4.58203125,7935.474609,0.006451198,0.025360107,0.081978932,0,93.71428680419922,0,941.5714111328125,18,7
2831,A2C,A2C_Q,SingleObjective_PolicyBased,4,2,2,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 2): -15.8748. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.09546501,-39.84656813,-354.2776489,-338.4028015,-15.87484741,0.055497,0.036435,0.255133,0.062978,0.21682,0.090745,0.009512,0.146749,0.034403,0.035985,0.026075,0.029668,0.255133,2,2.113905,18,184.5,22,106.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8346099853515625,4.58203125,7938.310547,0.00627,0.024383545,0.081978932,0,93.71428680419922,0,941.4285888671875,18,7
2832,A2C,A2C_Q,SingleObjective_PolicyBased,7,2,2,0,"Action 7 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 7 vs highest-logit action (action 2): -8.3232. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.05022129,-39.84756103,-349.5078735,-341.1846313,-8.323242188,0.055497,0.036435,0.255133,0.062978,0.21682,0.090745,0.009512,0.146749,0.034403,0.035985,0.026075,0.029668,0.255133,2,2.113905,20,186.5,22,106.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.835726022720337,4.5859375,7941.146484,0.013708659447729588,0.053863525,0.081978932,0,93.71428680419922,0,941.4285888671875,19,7
2833,A2C,A2C_Q,SingleObjective_PolicyBased,7,2,2,0,"Action 7 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 7 vs highest-logit action (action 2): -8.0224. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.04752797,-39.84855398,-351.6212463,-343.5988159,-8.02243042,0.055497,0.036435,0.255133,0.062978,0.21682,0.090745,0.009512,0.146749,0.034403,0.035985,0.026075,0.029668,0.255133,2,2.113905,20,186.5,22,106.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8360049724578857,4.5859375,7943.982422,0.006688799,0.027008057,0.081978932,0,93.71428680419922,0,941.4285888671875,19,7
2834,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,4,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 4: -0.5785. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.048613764,-18.34720716,-346.7307434,-346.1522217,-0.578521729,0.055497,0.036435,0.255133,0.062978,0.21682,0.090745,0.009512,0.146749,0.034403,0.035985,0.026075,0.029668,0.255133,2,2.113905,20,186.5,22,106.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8360049724578857,4.5859375,7946.818359,0.006321498,0.025115967,0.081978932,0,93.71428680419922,0,941.4285888671875,19,7
2835,A2C,A2C_Q,SingleObjective_PolicyBased,0,2,2,0,"Action 0 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 0 vs highest-logit action (action 2): +18.4071. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-10.06165809,-10.04841989,-29.84820008,-357.227417,-375.6345215,18.40710449,0.055497,0.036435,0.255133,0.062978,0.21682,0.090745,0.009512,0.146749,0.034403,0.035985,0.026075,0.029668,0.255133,2,2.113905,20,186.5,20,104.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.835726022720337,4.5859375,7949.654297,0.006469454,0.025039673,0.081978932,0,93.71428680419922,0,941.2857055664062,20,7
2836,A2C,A2C_Q,SingleObjective_PolicyBased,4,2,2,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 2): +25.2215. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.119734256,-0.04901339,-18.34919306,-346.7564392,-371.9779358,25.22149658203125,0.055988,0.037394,0.262309,0.065319,0.207389,0.093337,0.009968,0.138408,0.035328,0.036768,0.026931,0.03086,0.262309,2,2.12502,20,186.5,20,104.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.835726022720337,4.5859375,7952.490234,0.006443024,0.025588989,0.081978932,0,93.71428680419922,0,941.2857055664062,20,7
2837,A2C,A2C_Q,SingleObjective_PolicyBased,5,2,2,0,"Action 5 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 5 vs highest-logit action (action 2): +12.9393. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.138687777,-18.35018608,-353.5045471,-366.4438782,12.93933105,0.055988,0.037394,0.262309,0.065319,0.207389,0.093337,0.009968,0.138408,0.035328,0.036768,0.026931,0.03086,0.262309,2,2.12502,18,184.5,20,104.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.835726022720337,4.5859375,7955.326172,0.00652395,0.026733398,0.081978932,0,93.71428680419922,0,941.1428833007812,20,7
2838,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,4,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 4: -0.7378. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.214668561,-18.35051079,-354.273468,-353.535675,-0.737792969,0.055988,0.037394,0.262309,0.065319,0.207389,0.093337,0.009968,0.138408,0.035328,0.036768,0.026931,0.03086,0.262309,2,2.12502,20,186.5,20,104.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.835726022720337,4.5859375,7958.162109,0.020705359056591988,0.053588867,0.081978932,0,93.57142639160156,0,941.1428833007812,20,7
2839,A2C,A2C_Q,SingleObjective_PolicyBased,4,2,2,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 2): +25.3740. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.119734256,-0.050957287,-18.35150387,-354.0657349,-379.4396973,25.37396240234375,0.055988,0.037394,0.262309,0.065319,0.207389,0.093337,0.009968,0.138408,0.035328,0.036768,0.026931,0.03086,0.262309,2,2.12502,22,188.5,18,102.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8360049724578857,4.5859375,7960.998047,0.033586502,0.191650391,0.081978932,0,93.57142639160156,0,941,20,7
2840,A2C,A2C_Q,SingleObjective_PolicyBased,7,2,2,0,"Action 7 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 7 vs highest-logit action (action 2): +9.5183. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20.06165809,-20.09462347,-39.852497,-366.4051208,-375.9234009,9.518280029296875,0.055988,0.037394,0.262309,0.065319,0.207389,0.093337,0.009968,0.138408,0.035328,0.036768,0.026931,0.03086,0.262309,2,2.12502,20,186.5,18,102.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8360049724578857,4.5859375,7963.833984,0.006789344,0.028961182,0.081978932,0,93.57142639160156,0,940.8571166992188,20,7
2841,A2C,A2C_Q,SingleObjective_PolicyBased,5,2,2,0,"Action 5 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 5 vs highest-logit action (action 2): +8.8707. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.096017383,-18.35349017,-366.4149475,-375.285675,8.870727539,0.057938,0.038705,0.264746,0.068002,0.196692,0.090642,0.010473,0.138251,0.036476,0.037799,0.028052,0.032223,0.264746,2,2.139825,22,188.5,18,102.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8360049724578857,4.5859375,7966.669922,0.013583319261670113,0.053466797,0.081978932,0,93.57142639160156,0,940.8571166992188,20,7
2842,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,4,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 4: -2.2525. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.119734256,-0.048549809,-18.35381503,-370.0511169,-367.798645,-2.252471924,0.057938,0.038705,0.264746,0.068002,0.196692,0.090642,0.010473,0.138251,0.036476,0.037799,0.028052,0.032223,0.264746,2,2.139825,20,186.5,20,104.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8360049724578857,4.5859375,7969.505859,0.013780866749584675,0.053344727,0.081978932,0,93.42857360839844,0,940.8571166992188,20,7
2843,A2C,A2C_Q,SingleObjective_PolicyBased,1,2,2,0,"Action 1 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 1 vs highest-logit action (action 2): +1.1897. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20.06165809,-20.21647463,-39.85480827,-396.9546204,-398.1443481,1.189727783203125,0.057938,0.038705,0.264746,0.068002,0.196692,0.090642,0.010473,0.138251,0.036476,0.037799,0.028052,0.032223,0.264746,2,2.139825,20,186.5,18,102.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8362841606140137,4.5859375,7972.341797,0.006460735,0.025314331,0.081978932,0,93.42857360839844,0,940.7142944335938,20,7
2844,A2C,A2C_Q,SingleObjective_PolicyBased,4,2,2,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 2): +24.8699. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.119734256,-0.049730317,-18.35580155,-367.9063721,-392.7762451,24.86987305,0.057938,0.038705,0.264746,0.068002,0.196692,0.090642,0.010473,0.138251,0.036476,0.037799,0.028052,0.032223,0.264746,2,2.139825,20,186.5,20,104.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8362841606140137,4.5859375,7975.177734,0.033867974,0.190917969,0.081978932,0,93.42857360839844,0,940.7142944335938,20,7
2845,A2C,A2C_Q,SingleObjective_PolicyBased,4,2,2,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 2): +2.3542. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.13949073,-39.85679488,-380.9029236,-383.2571106,2.354187012,0.057938,0.038705,0.264746,0.068002,0.196692,0.090642,0.010473,0.138251,0.036476,0.037799,0.028052,0.032223,0.264746,2,2.139825,18,184.5,20,104.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8362841606140137,4.5859375,7978.013672,0.00662177,0.026702881,0.081978932,0,93.42857360839844,0,940.5714111328125,20,7
2846,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,4,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 4: -1.3102. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.051652898,-18.3571199,-369.336853,-368.0266724,-1.310180664,0.058972,0.03577,0.266175,0.069845,0.195006,0.086159,0.010566,0.141187,0.03697,0.038195,0.028284,0.032872,0.266175,2,2.138477,20,186.5,22,106.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8362841606140137,4.5859375,7980.849609,0.020823614671826363,0.053405762,0.081978932,0,93.42857360839844,0,940.5714111328125,20,7
2847,A2C,A2C_Q,SingleObjective_PolicyBased,4,2,2,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 2): +29.6563. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.119734256,-0.050199337,-18.35811329,-363.3739929,-393.0302734,29.656280517578125,0.058972,0.03577,0.266175,0.069845,0.195006,0.086159,0.010566,0.141187,0.03697,0.038195,0.028284,0.032872,0.266175,2,2.138477,20,186.5,20,104.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8362841606140137,4.5859375,7983.685547,0.006884438,0.028076172,0.081978932,0,93.42857360839844,0,940.4285888671875,20,7
2848,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,4,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 4: -9.3163. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20.06165809,-20.09316784,-39.85910673,-384.6505432,-375.3342896,-9.316253662,0.058972,0.03577,0.266175,0.069845,0.195006,0.086159,0.010566,0.141187,0.03697,0.038195,0.028284,0.032872,0.266175,2,2.138477,18,184.5,20,104.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8362841606140137,4.5859375,7986.523438,0.006685802,0.02583313,0.081978932,0,93.42857360839844,0,940.2857055664062,20,7
2849,A2C,A2C_Q,SingleObjective_PolicyBased,1,2,2,0,"Action 1 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 1 vs highest-logit action (action 2): -4.4197. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.09250209,-39.86010021,-383.7467957,-379.3271179,-4.419677734,0.058972,0.03577,0.266175,0.069845,0.195006,0.086159,0.010566,0.141187,0.03697,0.038195,0.028284,0.032872,0.266175,2,2.138477,20,186.5,20,104.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.837400197982788,4.58984375,7989.361328,0.013379232957959175,0.053741455,0.081978932,0,93.42857360839844,0,940.2857055664062,20,7
2850,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,4,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 4: -0.8342. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.047495963,-18.36042538,-366.477417,-365.643219,-0.834197998,0.058972,0.03577,0.266175,0.069845,0.195006,0.086159,0.010566,0.141187,0.03697,0.038195,0.028284,0.032872,0.266175,2,2.138477,20,186.5,22,106.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.837679147720337,4.58984375,7992.199219,0.013274057,0.052947998,0.081978932,0,93.42857360839844,0,940.2857055664062,20,7
2851,A2C,A2C_Q,SingleObjective_PolicyBased,4,2,2,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 2): +29.9052. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.119734256,-0.049862064,-18.36141893,-363.1260986,-393.0312805,29.905181884765625,0.061254,0.035394,0.252091,0.072532,0.191165,0.089464,0.01108,0.145343,0.038263,0.039585,0.029528,0.034301,0.252091,2,2.161859,20,186.5,20,104.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.837679147720337,4.58984375,7995.037109,0.006317139,0.024459839,0.081978932,0,93.42857360839844,0,940.1428833007812,20,7
2852,A2C,A2C_Q,SingleObjective_PolicyBased,4,2,2,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 2): +7.8824. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20.06165809,-20.09590527,-39.86241252,-380.0237427,-387.906189,7.882446289,0.061254,0.035394,0.252091,0.072532,0.191165,0.089464,0.01108,0.145343,0.038263,0.039585,0.029528,0.034301,0.252091,2,2.161859,18,184.5,20,104.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.837679147720337,4.58984375,7997.875,0.006639753,0.025970459,0.081978932,0,93.42857360839844,0,940,20,7
2853,A2C,A2C_Q,SingleObjective_PolicyBased,9,2,2,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 2): -0.3195. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.09672824,-39.86340616,-382.5965881,-382.2770386,-0.319549561,0.061254,0.035394,0.252091,0.072532,0.191165,0.089464,0.01108,0.145343,0.038263,0.039585,0.029528,0.034301,0.252091,2,2.161859,20,186.5,20,104.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8379580974578857,4.58984375,8000.712891,0.013766424730420113,0.053466797,0.081978932,0,93.42857360839844,0,940,20,7
2854,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,4,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 4: +0.1801. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.050113533,-18.36373148,-370.5770569,-370.7572021,0.180145264,0.061254,0.035394,0.252091,0.072532,0.191165,0.089464,0.01108,0.145343,0.038263,0.039585,0.029528,0.034301,0.252091,2,2.161859,20,186.5,22,106.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8379580974578857,4.58984375,8003.550781,0.013874598778784275,0.052734375,0.081978932,0,93.42857360839844,0,940,20,7
2855,A2C,A2C_Q,SingleObjective_PolicyBased,3,2,2,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 2): +25.3099. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.119734256,-0.049392886,-18.36472518,-373.4104309,-398.7203674,25.30993652,0.061254,0.035394,0.252091,0.072532,0.191165,0.089464,0.01108,0.145343,0.038263,0.039585,0.029528,0.034301,0.252091,2,2.161859,20,186.5,20,104.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8379580974578857,4.58984375,8006.388672,0.006674085,0.026290894,0.081978932,0,93.42857360839844,0,939.8571166992188,20,7
2856,A2C,A2C_Q,SingleObjective_PolicyBased,0,2,2,0,"Action 0 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 0 vs highest-logit action (action 2): +5.4915. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-10.06165809,-10.21487906,-29.86571893,-388.6318359,-394.1233215,5.491485595703125,0.063184,0.036441,0.258397,0.074581,0.172088,0.091837,0.01161,0.147744,0.039286,0.038375,0.030764,0.035694,0.258397,2,2.173186,20,186.5,18,102.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8379580974578857,4.58984375,8009.226563,0.006575721,0.026657104,0.081978932,0,93.28571319580078,0,939.8571166992188,20,7
